## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR20female1_sorted.bam] OUTPUT=../bams/MR20female1_sorted_marked.bam METRICS_FILE=MR20female1_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 12:08:22 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	42758	18331398	434478	1250870	14728	2947581	416309	0.161008	57273026

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
1.0	1.019721	13141795	0	13421758
2.0	1.760138	1836484	377888	1654144
3.0	2.297754	322891	17059	252116
4.0	2.688115	61516	1098	41597
5.0	2.971556	12535	134	7460
6.0	3.177361	3081	34	1738
7.0	3.326796	920	10	581
8.0	3.435301	433	2	336
9.0	3.514086	290	6	250
10.0	3.571291	191	3	189
11.0	3.612828	174	1	165
12.0	3.642988	163	4	165
13.0	3.664887	137	1	135
14.0	3.680788	120	2	111
15.0	3.692333	96	0	100
16.0	3.700717	114	0	104
17.0	3.706804	88	1	96
18.0	3.711223	75	0	72
19.0	3.714433	76	0	83
20.0	3.716763	84	0	87
21.0	3.718455	79	1	64
22.0	3.719683	59	0	66
23.0	3.720575	57	0	55
24.0	3.721223	55	0	54
25.0	3.721693	65	0	73
26.0	3.722035	57	0	53
27.0	3.722283	49	1	50
28.0	3.722463	52	0	61
29.0	3.722593	63	0	54
30.0	3.722688	45	0	37
31.0	3.722757	39	0	41
32.0	3.722807	48	0	46
33.0	3.722844	41	0	39
34.0	3.72287	48	0	50
35.0	3.722889	37	0	53
36.0	3.722903	49	0	40
37.0	3.722913	42	0	43
38.0	3.72292	49	0	49
39.0	3.722926	41	0	45
40.0	3.72293	38	0	33
41.0	3.722932	36	0	31
42.0	3.722934	30	0	29
43.0	3.722936	40	0	45
44.0	3.722937	30	0	33
45.0	3.722938	29	0	25
46.0	3.722938	22	0	19
47.0	3.722939	23	0	24
48.0	3.722939	23	0	33
49.0	3.722939	30	0	16
50.0	3.722939	27	0	25
51.0	3.72294	15	0	19
52.0	3.72294	29	0	29
53.0	3.72294	27	0	28
54.0	3.72294	23	0	22
55.0	3.72294	34	0	34
56.0	3.72294	20	0	20
57.0	3.72294	24	0	26
58.0	3.72294	16	0	19
59.0	3.72294	18	0	14
60.0	3.72294	23	0	23
61.0	3.72294	16	0	13
62.0	3.72294	16	0	16
63.0	3.72294	20	0	26
64.0	3.72294	18	0	19
