## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR19female1_sorted.bam] OUTPUT=../bams/MR19female1_sorted_marked.bam METRICS_FILE=MR19female1_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 13:11:07 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	30072	21643888	531330	819982	11068	3128933	451619	0.144719	76649880

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
1.0	1.018446	16084042	0	16402932
2.0	1.786346	2034015	414969	1814069
3.0	2.365336	322343	16545	247561
4.0	2.801891	55667	923	37114
5.0	3.131049	10834	110	6546
6.0	3.379232	2498	18	1542
7.0	3.56636	865	10	642
8.0	3.707453	458	7	376
9.0	3.813836	311	4	287
10.0	3.894048	221	5	219
11.0	3.954527	188	0	177
12.0	4.000128	147	0	144
13.0	4.03451	141	0	134
14.0	4.060435	111	1	109
15.0	4.079981	89	1	90
16.0	4.094719	94	0	98
17.0	4.105832	88	0	84
18.0	4.11421	77	0	83
19.0	4.120528	75	0	78
20.0	4.125291	77	0	70
21.0	4.128883	72	0	73
22.0	4.131591	55	0	56
23.0	4.133632	69	0	68
24.0	4.135172	65	1	61
25.0	4.136333	57	0	62
26.0	4.137208	59	1	64
27.0	4.137868	62	0	50
28.0	4.138365	37	0	40
29.0	4.13874	57	0	58
30.0	4.139023	46	0	49
31.0	4.139236	50	0	48
32.0	4.139397	52	0	48
33.0	4.139519	42	0	44
34.0	4.13961	54	0	58
35.0	4.139679	54	0	53
36.0	4.139731	35	0	40
37.0	4.13977	35	0	30
38.0	4.1398	43	0	41
39.0	4.139822	31	0	35
40.0	4.139839	37	0	38
41.0	4.139851	42	0	40
42.0	4.139861	29	0	25
43.0	4.139868	32	0	31
44.0	4.139874	34	0	30
45.0	4.139878	21	0	26
46.0	4.139881	32	0	31
47.0	4.139883	30	0	32
48.0	4.139885	28	0	29
49.0	4.139886	41	0	44
50.0	4.139887	26	0	25
51.0	4.139888	37	0	32
52.0	4.139888	22	0	21
53.0	4.139889	23	0	18
54.0	4.139889	16	0	17
55.0	4.139889	19	0	23
56.0	4.13989	16	0	17
57.0	4.13989	26	0	24
58.0	4.13989	20	0	23
59.0	4.13989	13	0	14
60.0	4.13989	23	0	24
61.0	4.13989	20	0	19
62.0	4.13989	22	0	15
63.0	4.13989	16	0	18
64.0	4.13989	20	0	23
65.0	4.13989	24	0	26
66.0	4.13989	20	0	21
67.0	4.13989	16	0	11
68.0	4.13989	15	0	17
69.0	4.13989	12	0	16
70.0	4.13989	17	0	14
71.0	4.13989	15	0	14
72.0	4.13989	19	0	21
73.0	4.13989	19	0	14
74.0	4.13989	9	0	15
75.0	4.13989	24	0	16
76.0	4.13989	15	0	23
77.0	4.13989	16	0	11
78.0	4.13989	14	0	16
79.0	4.13989	17	0	19
80.0	4.13989	21	0	24
81.0	4.13989	16	0	9
82.0	4.13989	9	0	10
83.0	4.13989	14	0	15
84.0	4.13989	10	0	6
85.0	4.13989	10	0	12
86.0	4.13989	14	0	13
87.0	4.13989	9	0	8
88.0	4.13989	11	0	13
89.0	4.13989	11	0	7
90.0	4.13989	6	0	6
91.0	4.13989	10	0	13
92.0	4.13989	7	0	6
93.0	4.13989	7	0	7
94.0	4.13989	7	0	5
95.0	4.13989	13	0	15
96.0	4.13989	8	0	10
97.0	4.13989	12	0	11
98.0	4.13989	9	0	8
99.0	4.13989	8	0	6
100.0	4.13989	8	0	7
101.0	0	10	0	8
102.0	0	4	0	7
103.0	0	3	0	4
104.0	0	8	0	4
105.0	0	3	0	9
106.0	0	11	0	13
107.0	0	8	0	7
108.0	0	10	0	9
109.0	0	7	0	1
110.0	0	2	0	6
111.0	0	5	0	6
112.0	0	3	0	5
113.0	0	4	0	7
114.0	0	11	0	7
115.0	0	10	0	7
116.0	0	2	0	4
117.0	0	7	0	12
118.0	0	10	0	3
119.0	0	6	0	3
120.0	0	2	0	3
121.0	0	3	0	2
122.0	0	1	0	2
123.0	0	3	0	3
124.0	0	5	0	9
125.0	0	4	0	4
126.0	0	5	0	4
127.0	0	4	0	8
128.0	0	7	0	2
129.0	0	3	0	4
130.0	0	4	0	7
131.0	0	5	0	7
132.0	0	10	0	3
133.0	0	2	0	5
134.0	0	4	0	3
135.0	0	4	0	1
136.0	0	5	0	4
137.0	0	3	0	4
138.0	0	3	0	1
139.0	0	2	0	9
140.0	0	7	0	4
141.0	0	3	0	3
142.0	0	5	0	5
143.0	0	4	0	5
144.0	0	5	0	1
145.0	0	2	0	3
146.0	0	4	0	4
147.0	0	2	0	1
148.0	0	0	0	2
149.0	0	2	0	3
150.0	0	2	0	2
151.0	0	3	0	4
152.0	0	1	0	2
153.0	0	5	0	1
154.0	0	5	0	6
156.0	0	3	0	6
157.0	0	3	0	2
158.0	0	4	0	1
159.0	0	1	0	1
