## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR20male2_sorted.bam] OUTPUT=../bams/MR20male2_sorted_marked.bam METRICS_FILE=MR20male2_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 13:18:52 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	24755	17038569	363987	556351	8603	2756442	409441	0.161911	53226625

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
1.0	1.020895	12206874	0	12484108
2.0	1.762133	1699236	370876	1517216
3.0	2.300321	298284	17218	228707
4.0	2.691081	56714	1067	37651
5.0	2.974799	12021	128	7045
6.0	3.180797	2862	32	1704
7.0	3.330366	1036	13	763
8.0	3.438962	499	6	389
9.0	3.51781	335	4	322
10.0	3.57506	270	2	263
11.0	3.616626	193	0	182
12.0	3.646806	190	0	188
13.0	3.668719	151	2	159
14.0	3.684629	143	1	129
15.0	3.696181	123	1	127
16.0	3.704569	105	1	104
17.0	3.710658	87	0	83
18.0	3.71508	87	0	85
19.0	3.71829	70	0	72
20.0	3.720621	91	0	98
21.0	3.722314	56	1	48
22.0	3.723543	60	0	67
23.0	3.724435	82	0	76
24.0	3.725083	49	0	50
25.0	3.725553	61	0	56
26.0	3.725894	61	0	63
27.0	3.726142	46	0	45
28.0	3.726322	52	0	59
29.0	3.726453	57	0	59
30.0	3.726548	54	0	44
31.0	3.726617	52	0	57
32.0	3.726667	39	0	37
33.0	3.726703	46	0	41
34.0	3.72673	35	0	47
35.0	3.726749	50	0	36
36.0	3.726763	35	0	40
37.0	3.726773	38	0	40
38.0	3.72678	40	0	39
39.0	3.726785	39	0	37
40.0	3.726789	41	0	44
41.0	3.726792	30	0	38
42.0	3.726794	40	0	33
43.0	3.726796	29	0	33
44.0	3.726797	39	0	37
45.0	3.726798	40	0	41
46.0	3.726798	38	0	40
47.0	3.726798	33	0	37
48.0	3.726799	41	0	32
49.0	3.726799	31	0	31
50.0	3.726799	33	0	30
51.0	3.726799	27	0	28
52.0	3.726799	34	0	34
53.0	3.726799	22	0	28
54.0	3.726799	32	0	31
55.0	3.7268	31	0	29
56.0	3.7268	28	0	22
57.0	3.7268	20	0	25
58.0	3.7268	26	0	27
59.0	3.7268	26	0	27
60.0	3.7268	30	0	24
61.0	3.7268	22	0	20
62.0	3.7268	21	0	27
63.0	3.7268	28	0	27
64.0	3.7268	21	0	22
65.0	3.7268	19	0	20
66.0	3.7268	23	0	23
67.0	3.7268	18	0	15
68.0	3.7268	18	0	22
69.0	3.7268	23	0	12
70.0	3.7268	15	0	22
71.0	3.7268	15	0	14
72.0	3.7268	20	0	18
