## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR20male1_sorted.bam] OUTPUT=../bams/MR20male1_sorted_marked.bam METRICS_FILE=MR20male1_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 12:16:37 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	29615	14757121	330223	1063985	10152	2367942	342493	0.160644	46365985

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
1.0	1.020183	10610991	0	10842398
2.0	1.762267	1454726	310980	1303182
3.0	2.302062	256125	14073	197892
4.0	2.69471	48859	908	32759
5.0	2.980323	10242	84	6108
6.0	3.188079	2568	30	1559
7.0	3.339201	882	9	644
8.0	3.449128	464	7	384
9.0	3.529089	343	1	319
10.0	3.587253	226	2	217
11.0	3.629561	185	0	188
12.0	3.660337	167	0	154
13.0	3.682723	136	0	131
14.0	3.699006	134	1	134
15.0	3.710851	96	0	96
16.0	3.719467	104	1	113
17.0	3.725735	117	0	97
18.0	3.730293	72	0	81
19.0	3.733609	83	0	82
20.0	3.736022	88	0	88
21.0	3.737776	75	0	69
22.0	3.739053	57	0	55
23.0	3.739981	56	0	62
24.0	3.740656	69	0	72
25.0	3.741147	62	0	62
26.0	3.741505	66	0	61
27.0	3.741765	55	0	55
28.0	3.741954	41	0	46
29.0	3.742091	43	0	43
30.0	3.742191	54	0	48
31.0	3.742264	56	0	60
32.0	3.742317	36	0	35
33.0	3.742355	45	0	43
34.0	3.742384	32	0	41
35.0	3.742404	49	0	44
36.0	3.742419	39	0	38
37.0	3.742429	38	0	31
38.0	3.742437	39	0	47
39.0	3.742443	34	0	32
40.0	3.742447	49	0	47
41.0	3.74245	55	0	55
42.0	3.742452	35	0	32
43.0	3.742454	36	0	36
44.0	3.742455	26	0	31
45.0	3.742456	41	0	44
46.0	3.742457	41	0	38
47.0	3.742457	28	0	24
48.0	3.742457	24	0	24
49.0	3.742458	31	0	32
50.0	3.742458	39	0	37
51.0	3.742458	31	0	37
52.0	3.742458	31	0	28
53.0	3.742458	20	0	20
54.0	3.742458	20	0	17
55.0	3.742458	18	0	23
56.0	3.742458	29	0	32
57.0	3.742458	27	0	23
58.0	3.742458	24	0	28
59.0	3.742458	22	0	20
60.0	3.742458	26	0	24
61.0	3.742458	26	0	24
62.0	3.742458	22	0	21
63.0	3.742458	19	0	23
64.0	3.742458	20	0	20
65.0	3.742458	22	0	24
66.0	3.742458	24	0	18
67.0	3.742458	15	0	15
68.0	3.742458	22	0	19
69.0	3.742458	13	0	22
70.0	3.742458	29	0	21
71.0	3.742458	11	0	11
72.0	3.742458	12	0	10
73.0	3.742458	14	0	11
74.0	3.742458	9	0	21
75.0	3.742458	14	0	13
76.0	3.742458	16	0	15
77.0	3.742458	16	0	15
78.0	3.742458	16	0	14
79.0	3.742458	12	0	19
80.0	3.742458	19	0	11
81.0	3.742458	11	0	13
82.0	3.742458	17	0	13
83.0	3.742458	9	0	7
84.0	3.742458	9	0	8
85.0	3.742458	10	0	18
86.0	3.742458	15	0	13
87.0	3.742458	10	0	10
88.0	3.742458	8	0	5
89.0	3.742458	8	0	7
90.0	3.742458	8	0	12
91.0	3.742458	12	0	8
92.0	3.742458	6	0	4
93.0	3.742458	7	0	9
94.0	3.742458	6	0	12
95.0	3.742458	10	0	7
96.0	3.742458	12	0	9
97.0	3.742458	4	0	6
98.0	3.742458	10	0	9
99.0	3.742458	12	0	10
100.0	3.742458	7	0	6
101.0	0	10	0	11
102.0	0	11	0	9
103.0	0	5	0	10
104.0	0	11	0	5
105.0	0	1	0	7
106.0	0	15	0	9
107.0	0	6	0	6
